Región,Proveedor,PA,Nombre,Provincia,Distrito,Corregimiento,Data (GB),Estado
3,C&W Panamá,972,C.E.B.G. San Juanito,Coclé,La Pintada,Llano Grande,58,Normal
3,C&W Panamá,973,Esc. La Honda,Coclé,La Pintada,Llano Grande,81,Normal
3,C&W Panamá,975,C.E.B.G Calabazo Nº 2,Coclé,La Pintada,Piedras Gordas,552,Fuerza Mayor
3,C&W Panamá,976,C.E.B.G. MACHUCA,Coclé,La Pintada,Piedras Gordas,59,Fuerza Mayor
3,C&W Panamá,977,Esc. ANGEL GUARDIA,Coclé,La Pintada,Piedras Gordas,469,Fuerza Mayor
3,C&W Panamá,978,Esc. Jujucal,Coclé,La Pintada,Piedras Gordas,336,Fuerza Mayor
3,C&W Panamá,979,Esc. Las Delicias,Coclé,La Pintada,Piedras Gordas,77,Normal
3,C&W Panamá,980,Esc. Ciénaga Larga,Coclé,Natá,Capellanía,168,Fuerza Mayor
3,C&W Panamá,981,Esc. El Espavé,Coclé,Natá,Capellanía,337,Normal
3,C&W Panamá,982,Esc. Roberto F. Chiari,Coclé,Natá,Capellanía,35,Normal
3,C&W Panamá,983,Esc. Santa Lucía,Coclé,Natá,El Caño,202,Normal
3,C&W Panamá,984,Esc. Sebastián Sucre,Coclé,Natá,El Caño,7,Normal
3,C&W Panamá,986,Colegio Secundario Mariano Prado,Coclé,Natá,Natá,2,Normal
3,C&W Panamá,987,Esc. de España,Coclé,Natá,Natá,54,Normal
3,C&W Panamá,988,Municipio Natá,Coclé,Natá,Natá,31,Normal
3,C&W Panamá,991,C.E.B.G Santos Jorge,Coclé,Penonomé,Cañaveral,40,Fuerza Mayor
3,C&W Panamá,992,Esc. Juan Bautista Rosas,Coclé,Penonomé,Cañaveral,0,Fuerza Mayor
3,C&W Panamá,993,Esc. Los Uveros,Coclé,Penonomé,Cañaveral,25,Normal
3,C&W Panamá,994,Esc. María T. de Herrera,Coclé,Penonomé,Cañaveral,50,Normal
3,C&W Panamá,996,C.E.B.G Asunción Chiru V.,Coclé,Penonomé,Chiguirí Arriba,0,Fuerza Mayor
3,C&W Panamá,997,C.E.B.G San Miguel Arriba,Coclé,Penonomé,Chiguirí Arriba,76,Normal
3,C&W Panamá,998,C.E.B.G. VAQUILLA,Coclé,Penonomé,Chiguirí Arriba,94,Normal
3,C&W Panamá,999,Colegio Candelario Ovalle,Coclé,Penonomé,Chiguirí Arriba,132,Normal
3,C&W Panamá,1001,Esc. Chiguirí Centro,Coclé,Penonomé,Chiguirí Arriba,0,Fuerza Mayor
3,C&W Panamá,1002,Esc. Oajaca,Coclé,Penonomé,Chiguirí Arriba,0,Fuerza Mayor
3,C&W Panamá,1003,Esc. Pozo Azul,Coclé,Penonomé,Chiguirí Arriba,9,Normal
3,C&W Panamá,1004,Centro Regional Universitario El Coco,Coclé,Penonomé,El Coco,0,Normal
3,C&W Panamá,1006,Esc. Aguas Blancas,Coclé,Penonomé,El Coco,1,Normal
3,C&W Panamá,1007,Esc. Ana Pérez de Isaza,Coclé,Penonomé,El Coco,0,Normal
3,C&W Panamá,1008,Esc. Jacinta Arosemena,Coclé,Penonomé,El Coco,4,Normal
3,C&W Panamá,1009,Esc. Llano Marín,Coclé,Penonomé,El Coco,22,Normal
3,C&W Panamá,1010,INADEH El Coco,Coclé,Penonomé,El Coco,32,Normal
3,C&W Panamá,1011,C.E.B.G. Simón Martínez,Coclé,Penonomé,Pajonal,60,Fuerza Mayor
3,C&W Panamá,1012,C.E.B.G. JOSÉ DE LOS REYES VÁSQUEZ,Coclé,Penonomé,Pajonal,15,Normal
3,C&W Panamá,1013,C.E.B.G. Membrillo,Coclé,Penonomé,Pajonal,22,Normal
3,C&W Panamá,1014,Esc. Celestino del Rosario,Coclé,Penonomé,Pajonal,111,Normal
3,C&W Panamá,1015,Esc. Churuquita Grande,Coclé,Penonomé,Pajonal,29,Normal
3,C&W Panamá,1016,Esc. El Barrero,Coclé,Penonomé,Pajonal,206,Normal
3,C&W Panamá,1017,Esc. Francisca Figueroa,Coclé,Penonomé,Pajonal,43,Normal
3,C&W Panamá,1018,Esc. Guabal,Coclé,Penonomé,Pajonal,285,Normal
3,C&W Panamá,1019,Esc. La Negrita,Coclé,Penonomé,Pajonal,68,Normal
3,C&W Panamá,1020,Esc. Modesto Morán H,Coclé,Penonomé,Pajonal,134,Normal
3,C&W Panamá,1021,Esc. Pajonal Arriba,Coclé,Penonomé,Pajonal,96,Normal
3,C&W Panamá,1022,Esc. Rincón de Las Palmas,Coclé,Penonomé,Pajonal,231,Normal
3,C&W Panamá,1023,Esc. Santa Cruz,Coclé,Penonomé,Pajonal,56,Normal
3,C&W Panamá,1024,Esc. Victor Pérez Flores,Coclé,Penonomé,Pajonal,81,Normal
3,C&W Panamá,1025,Inst. Carmen Conte Lombardo,Coclé,Penonomé,Pajonal,73,Normal
3,C&W Panamá,1027,Biblioteca Pública Fernando Guardia,Coclé,Penonomé,Penonomé,4,Normal
3,C&W Panamá,1028,Centro de Salud Penonomé,Coclé,Penonomé,Penonomé,13,Normal
3,C&W Panamá,1029,Clelia F. de Martínez,Coclé,Penonomé,Penonomé,0,Normal
3,C&W Panamá,1030,Direccion Investigacion Judicial,Coclé,Penonomé,Penonomé,11,Normal
3,C&W Panamá,1032,Esc. Primaria Rubén D. Carles,Coclé,Penonomé,Penonomé,70,Normal
3,C&W Panamá,1033,Esc. Simeón Conte,Coclé,Penonomé,Penonomé,5,Normal
3,C&W Panamá,1034,Gobernación Penonomé,Coclé,Penonomé,Penonomé,19,Normal
3,C&W Panamá,1035,Hospital Aquilino Tejeira,Coclé,Penonomé,Penonomé,86,Normal
3,C&W Panamá,1036,I.P.T. Leonida P. de Grimaldo,Coclé,Penonomé,Penonomé,26,Normal
3,C&W Panamá,1038,Mercado Público Penonomé,Coclé,Penonomé,Penonomé,13,Normal
3,C&W Panamá,1039,MINSA Penonomé,Coclé,Penonomé,Penonomé,26,Normal
3,C&W Panamá,1044,Parque Margarita Rosas,Coclé,Penonomé,Penonomé,34,Normal
3,C&W Panamá,1045,Primer ciclo Federíco Zuñiga - San AntOnio,Coclé,Penonomé,Penonomé,28,Normal
3,C&W Panamá,1046,Terminal de Transporte UTRAPEP,Coclé,Penonomé,Penonomé,7,Normal
3,C&W Panamá,1048,Universidad Tecnologica de Panama,Coclé,Penonomé,Penonomé,1,Fuerza Mayor
3,C&W Panamá,1049,Esc. Ciruelito,Coclé,Penonomé,Río Grande,111,Normal
3,C&W Panamá,1050,Esc. Garicín,Coclé,Penonomé,Río Grande,0,Fuerza Mayor
3,C&W Panamá,1052,C.E.B.G. Chiguirí Abajo,Coclé,Penonomé,Toabré,19,Normal
3,C&W Panamá,1053,C.E.B.G. MERCEDES BUSTAMANTE,Coclé,Penonomé,Toabré,47,Fuerza Mayor
3,C&W Panamá,1054,Esc. Chumical,Coclé,Penonomé,Toabré,24,Normal
3,C&W Panamá,1055,Esc. Miraflores,Coclé,Penonomé,Toabré,56,Normal
3,C&W Panamá,1056,Esc. Sabana Larga,Coclé,Penonomé,Toabré,278,Fuerza Mayor
3,C&W Panamá,1057,Esc. Sagreja,Coclé,Penonomé,Toabré,26,Normal
3,C&W Panamá,1058,Esc. Tambo,Coclé,Penonomé,Toabré,137,Normal
3,C&W Panamá,1061,Esc. Las Minas,Coclé,Penonomé,Tulú,0,Fuerza Mayor
3,C&W Panamá,1062,Esc. Perecabé,Coclé,Penonomé,Tulú,513,Normal
3,C&W Panamá,1063,Esc. Santa Cruz de Perecabecito,Coclé,Penonomé,Tulú,311,Normal
3,C&W Panamá,1064,Esc. COSTA DE ORO,Colón,Chagres,Salud,87,Normal
3,C&W Panamá,1065,Esc. Salud,Colón,Chagres,Salud,14,Fuerza Mayor
3,C&W Panamá,1070,Esc. MIGUEL DE LA BORDA,Colón,Donoso,Miguel de la Borda,63,Normal
3,C&W Panamá,1071,Alcaldía Chitré,Herrera,Chitré,Chitré,21,Normal
3,C&W Panamá,1072,Area frente al Ministerio de Desarrollo Social Chitré,Herrera,Chitré,Chitré,0,Normal
3,C&W Panamá,1073,Biblioteca Cristobal Rodriguez,Herrera,Chitré,Chitré,50,Normal
3,C&W Panamá,1074,Centro Regional Universitario Chitré,Herrera,Chitré,Chitré,25,Normal
3,C&W Panamá,1075,Colegio José D. Crespo,Herrera,Chitré,Chitré,3,Normal
3,C&W Panamá,1076,Corregiduria de Policia de Llano Bonito,Herrera,Chitré,Chitré,231,Normal
3,C&W Panamá,1077,Corregiduria de Policia San Juan Bautista,Herrera,Chitré,Chitré,129,Normal
3,C&W Panamá,1078,Cuartel de Bomberos Chitré,Herrera,Chitré,Chitré,39,Normal
3,C&W Panamá,1079,Esc. CRISTINA C. DE SANCHEZ,Herrera,Chitré,Chitré,1,Normal
3,C&W Panamá,1083,IPHE Chitré,Herrera,Chitré,Chitré,0,Normal
3,C&W Panamá,1084,MICI,Herrera,Chitré,Chitré,8,Normal
3,C&W Panamá,1085,Museo de Herrera,Herrera,Chitré,Chitré,13,Normal
3,C&W Panamá,1090,Parque Tomas Herrera,Herrera,Chitré,Chitré,0,Normal
3,C&W Panamá,1092,Primaria-Juan T. del Busto,Herrera,Chitré,Chitré,0,Normal
3,C&W Panamá,1093,Terminal de Buses Chitré,Herrera,Chitré,Chitré,14,Fuerza Mayor
3,C&W Panamá,1094,C.E.B.G. Presidente John F. Kennedy,Herrera,Chitré,La Arena,17,Normal
3,C&W Panamá,1096,Parque frente a la Iglesia,Herrera,Chitré,La Arena,111,Normal
3,C&W Panamá,1097,C. DE S. LLANO BONITO,Herrera,Chitré,Llano Bonito,133,Normal
3,C&W Panamá,1098,Esc. Eneida M. de Castillero,Herrera,Chitré,Llano Bonito,1,Normal
3,C&W Panamá,1099,Esc. Evelio D. Carrizo,Herrera,Chitré,Llano Bonito,2,Normal
3,C&W Panamá,1101,C. DE S. MONAGRILLO,Herrera,Chitré,San Miguel de Monagrillo,40,Normal
3,C&W Panamá,1103,Colegio Padre Segundo Familiar Cano,Herrera,Chitré,San Miguel de Monagrillo,44,Normal
3,C&W Panamá,1104,Esc. Boca de Parita,Herrera,Chitré,San Miguel de Monagrillo,166,Normal
3,C&W Panamá,1106,S. C. DE S. BOCA PARITA,Herrera,Chitré,San Miguel de Monagrillo,90,Normal
3,C&W Panamá,1107,Primaria-Hipólito Perez Tello,Herrera,Chitré,San Juan Bautista,22,Normal
3,C&W Panamá,1108,Primaria-Tomás Herrera,Herrera,Chitré,San Juan Bautista,11,Normal
3,C&W Panamá,1109,C.E.B.G. LOS POZOS,Herrera,Los Pozos,Los Pozos,0,Normal
3,C&W Panamá,1110,C.E.B.G. LUCIRIA DE PIMENTEL,Herrera,Los Pozos,Los Pozos,19,Normal
3,C&W Panamá,1111,Esc. El Piro,Herrera,Los Pozos,Los Pozos,88,Fuerza Mayor
3,C&W Panamá,1112,Esc. Rafael Quintero Villarreal,Herrera,Ocú,Llano Grande,33,Normal
3,C&W Panamá,1114,Biblioteca Jose Nuñez Roca,Herrera,Ocú,San Sebastián de Ocú,14,Normal
3,C&W Panamá,1115,Esc. Jose D. Carrizo No.1,Herrera,Ocú,San Sebastián de Ocú,5,Normal
3,C&W Panamá,1116,Esc. Jose D. Carrizo No.2,Herrera,Ocú,San Sebastián de Ocú,41,Normal
3,C&W Panamá,1118,Hospital Sergio Nuñez,Herrera,Ocú,San Sebastián de Ocú,52,Normal
3,C&W Panamá,1120,Municipio Ocú,Herrera,Ocú,San Sebastián de Ocú,20,Normal
3,C&W Panamá,1124,Terminal de Transporte de Ocú,Herrera,Ocú,San Sebastián de Ocú,11,Normal
3,C&W Panamá,1125,C. DE S. PARITA,Herrera,Parita,Parita,131,Normal
3,C&W Panamá,1126,Esc. Puerto Limón,Herrera,Parita,Parita,88,Normal
3,C&W Panamá,1127,Municipio Parita,Herrera,Parita,Parita,51,Normal
3,C&W Panamá,1128,Biblioteca Pública José Daniel Crespo,Herrera,Pesé,Pesé,74,Normal
3,C&W Panamá,1129,Colegio Secundario de Pese (Jose O. Huertas),Herrera,Pesé,Pesé,71,Normal
3,C&W Panamá,1130,Esc. Ildaura Vieto,Herrera,Pesé,Pesé,14,Normal
3,C&W Panamá,1131,Junta Comunal Pesé,Herrera,Pesé,Pesé,38,Normal
3,C&W Panamá,1136,Esc. Melania Pascal de López,Herrera,Santa María,Chupampa,11,Normal
3,C&W Panamá,1137,Municipio Santa María,Herrera,Santa María,Santa María,27,Normal
3,C&W Panamá,1138,Area frente al INADEH Guararé,Los Santos,Guararé,Guararé,7,Normal
3,C&W Panamá,1140,Cuartel de Bomberos Guararé,Los Santos,Guararé,Guararé,0,Fuerza Mayor
3,C&W Panamá,1141,Esc. Francisco Ignacio Castillero,Los Santos,Guararé,Guararé,0,Normal
3,C&W Panamá,1142,Esc. Primaria Juana Vernaza,Los Santos,Guararé,Guararé,0,Normal
3,C&W Panamá,1143,Museo Manuel F. Zárate,Los Santos,Guararé,Guararé,0,Normal
3,C&W Panamá,1144,Palacio Municipal de Guararé,Los Santos,Guararé,Guararé,6,Normal
3,C&W Panamá,1145,Parque Amalia Ortega (El Jobo),Los Santos,Guararé,Guararé,72,Normal
3,C&W Panamá,1146,Parque Viviana Pérez,Los Santos,Guararé,Guararé,16,Normal
3,C&W Panamá,1148,Policlínica de Guararé,Los Santos,Guararé,Guararé,125,Normal
3,C&W Panamá,1150,Avenida Central Las Tablas,Los Santos,Las Tablas,Las Tablas,9,Normal
3,C&W Panamá,1153,Centro de Salud Las Tablas,Los Santos,Las Tablas,Las Tablas,21,Normal
3,C&W Panamá,1154,Colegio Manuel María Tejada Roca,Los Santos,Las Tablas,Las Tablas,1,Normal
3,C&W Panamá,1156,Esc. Santa Isabel,Los Santos,Las Tablas,Las Tablas,290,Normal
3,C&W Panamá,1158,Hospital Joaquin Pablo Franco Sayas,Los Santos,Las Tablas,Las Tablas,44,Normal
3,C&W Panamá,1160,Junta Comunal de las Palmitas,Los Santos,Las Tablas,Las Tablas,15,Normal
3,C&W Panamá,1161,Museo Porras,Los Santos,Las Tablas,Las Tablas,0,Fuerza Mayor
3,C&W Panamá,1164,Parque Porras Las Tablas,Los Santos,Las Tablas,Las Tablas,4,Normal
3,C&W Panamá,1165,Primaria Claudio Vasquez,Los Santos,Las Tablas,Las Tablas,0,Normal
3,C&W Panamá,1166,Primaria-Presidente Porras,Los Santos,Las Tablas,Las Tablas,9,Normal
3,C&W Panamá,1168,Universidad Nacional de Panama,Los Santos,Las Tablas,Las Tablas,0,Fuerza Mayor
3,C&W Panamá,1169,C. DE S. SANTO DOMINGO,Los Santos,Las Tablas,Santo Domingo,97,Normal
3,C&W Panamá,1170,Esc. Melquiades Vásquez,Los Santos,Las Tablas,Santo Domingo,11,Normal
3,C&W Panamá,1171,C.E.B.G. JAIME ALBA,Los Santos,Las Tablas,Vallerriquito,32,Normal
3,C&W Panamá,1172,Parque de Vallerriquito,Los Santos,Las Tablas,Vallerriquito,18,Normal
3,C&W Panamá,1174,Biblioteca Hector Conte,Los Santos,Los Santos,La Villa de Los Santos,79,Normal
3,C&W Panamá,1175,Cuartel de Bomberos La Villa De Los Santos,Los Santos,Los Santos,La Villa de Los Santos,10,Normal
3,C&W Panamá,1176,Esc. de Folklore Dora Perez de Zarate,Los Santos,Los Santos,La Villa de Los Santos,20,Normal
3,C&W Panamá,1177,Esc. Nicanor Villalaz,Los Santos,Los Santos,La Villa de Los Santos,4,Fuerza Mayor
3,C&W Panamá,1178,Hospital San Juan De Dios,Los Santos,Los Santos,La Villa de Los Santos,49,Normal
3,C&W Panamá,1179,Inst. Coronel Segundo Villarreal,Los Santos,Los Santos,La Villa de Los Santos,0,Normal
3,C&W Panamá,1180,Inst. Profesional y tecnico de azuero,Los Santos,Los Santos,La Villa de Los Santos,0,Normal
3,C&W Panamá,1185,Parque Rufina Alfaro,Los Santos,Los Santos,La Villa de Los Santos,88,Normal
3,C&W Panamá,1187,Terminal de Buses La Villa de los Santos,Los Santos,Los Santos,La Villa de Los Santos,1,Normal
3,C&W Panamá,1188,Universidad Tecnologica,Los Santos,Los Santos,La Villa de Los Santos,0,Fuerza Mayor
3,C&W Panamá,1190,Esc. Llano Largo,Los Santos,Los Santos,Llano Largo,87,Normal
3,C&W Panamá,1191,S. C. DE S. LLANO LARGO,Los Santos,Los Santos,Llano Largo,224,Normal
3,C&W Panamá,1192,Col. Rafael A. Moreno,Los Santos,Macaracas,Macaracas,0,Fuerza Mayor
3,C&W Panamá,1193,Esc. Rudecinda Rodríguez,Los Santos,Macaracas,Macaracas,23,Normal
3,C&W Panamá,1194,Hospital Luis H. Moreno,Los Santos,Macaracas,Macaracas,84,Normal
3,C&W Panamá,1195,Municipio Macaracas,Los Santos,Macaracas,Macaracas,141,Normal
3,C&W Panamá,1197,Area frente a Correos Nacionales Pedasí,Los Santos,Pedasí,Pedasí,9,Normal
3,C&W Panamá,1200,Area frente al MIDA Pedasí,Los Santos,Pedasí,Pedasí,47,Normal
3,C&W Panamá,1201,Area frente al Organo Judicial Pedasí,Los Santos,Pedasí,Pedasí,45,Normal
3,C&W Panamá,1203,Biblioteca Publica Petra A.de Moscoso,Los Santos,Pedasí,Pedasí,0,Normal
3,C&W Panamá,1206,Cuartel de Bomberos Pedasí,Los Santos,Pedasí,Pedasí,22,Normal
3,C&W Panamá,1207,Inst. Plinio Ant. Moscoso,Los Santos,Pedasí,Pedasí,0,Normal
3,C&W Panamá,1209,Parque Central Pedasí,Los Santos,Pedasí,Pedasí,2,Normal
3,C&W Panamá,1210,Parque de Calle Arriba,Los Santos,Pedasí,Pedasí,54,Normal
3,C&W Panamá,1211,Parque de la Iglesia Santa Catalina,Los Santos,Pedasí,Pedasí,40,Normal
3,C&W Panamá,1212,Area frente al MIDA Pocrí,Los Santos,Pocrí,Pocrí,31,Normal
3,C&W Panamá,1214,Esc. Ernestina Sucre Falcon,Los Santos,Pocrí,Pocrí,0,Fuerza Mayor
3,C&W Panamá,1217,Mercado Artesanal,Los Santos,Pocrí,Pocrí,43,Normal
3,C&W Panamá,1218,Palacio Municipal Pocrí,Los Santos,Pocrí,Pocrí,36,Fuerza Mayor
3,C&W Panamá,1219,Parque Central de Pocrí,Los Santos,Pocrí,Pocrí,60,Normal
3,C&W Panamá,1220,Esc. Bucaro,Los Santos,Tonosí,Tonosí,11,Normal
3,C&W Panamá,1221,Esc. Rosa María Angulo de Arce,Los Santos,Tonosí,Tonosí,25,Normal
3,C&W Panamá,1222,Municipio Tonosí (cabecera),Los Santos,Tonosí,Tonosí,21,Normal
3,C&W Panamá,1223,Alcaldía de Arraiján,Panamá Oeste,Arraiján,Arraiján,22,Normal
3,C&W Panamá,1225,C.E. Las Colinas de Cáceres,Panamá Oeste,Arraiján,Arraiján,1,Normal
3,C&W Panamá,1226,C.E. Valle del Sol,Panamá Oeste,Arraiján,Arraiján,40,Normal
3,C&W Panamá,1227,CEBG Cerro Silvestre,Panamá Oeste,Arraiján,Arraiján,13,Normal
3,C&W Panamá,1228,Centro de Salud Arraiján,Panamá Oeste,Arraiján,Arraiján,87,Normal
3,C&W Panamá,1229,Cristóbal Adan de Urriola,Panamá Oeste,Arraiján,Arraiján,60,Normal
3,C&W Panamá,1231,El Tecal,Panamá Oeste,Arraiján,Arraiján,12,Normal
3,C&W Panamá,1232,Esc. Residencial Vacamonte,Panamá Oeste,Arraiján,Arraiján,0,Normal
3,C&W Panamá,1233,Esc. Estela María Sierra,Panamá Oeste,Arraiján,Arraiján,28,Normal
3,C&W Panamá,1234,Esc. primaria Guillermo Andreve,Panamá Oeste,Arraiján,Arraiján,1,Normal
3,C&W Panamá,1235,IPT Fernando de Lesseps - Burunga,Panamá Oeste,Arraiján,Arraiján,46,Normal
3,C&W Panamá,1236,La Polvareda,Panamá Oeste,Arraiján,Arraiján,102,Normal
3,C&W Panamá,1237,Loma Bonita,Panamá Oeste,Arraiján,Arraiján,8,Normal
3,C&W Panamá,1238,Lucas Barcenas - Burunga,Panamá Oeste,Arraiján,Arraiján,28,Normal
3,C&W Panamá,1239,Parque Iglesia San Nicolas de Bari,Panamá Oeste,Arraiján,Arraiján,0,Fuerza Mayor
3,C&W Panamá,1240,Roberto F. Chiari,Panamá Oeste,Arraiján,Arraiján,5,Normal
3,C&W Panamá,1241,C.E. Fuente de Amor,Panamá Oeste,Arraiján,Burunga,161,Normal
3,C&W Panamá,1242,C.E. Nva. Jerusalén,Panamá Oeste,Arraiján,Burunga,12,Fuerza Mayor
3,C&W Panamá,1243,C.E.B.G. Reina T. de Araúz,Panamá Oeste,Arraiján,Burunga,362,Normal
3,C&W Panamá,1244,C.E.B.G.Burunga,Panamá Oeste,Arraiján,Burunga,40,Normal
3,C&W Panamá,1245,Esc. LLUVIA DE BENDICIONES,Panamá Oeste,Arraiján,Burunga,325,Normal
3,C&W Panamá,1246,Esc. ONCE DE OCTUBRE,Panamá Oeste,Arraiján,Burunga,98,Normal
3,C&W Panamá,1247,I. P. T. Fernando de Lesseps,Panamá Oeste,Arraiján,Burunga,9,Normal
3,C&W Panamá,1248,C. DE S. NVO.CHORRILLO,Panamá Oeste,Arraiján,Cerro Silvestre,18,Normal
3,C&W Panamá,1249,C.E. La Playita,Panamá Oeste,Arraiján,Cerro Silvestre,46,Normal
3,C&W Panamá,1250,C.E. Monte Claro,Panamá Oeste,Arraiján,Cerro Silvestre,231,Normal
3,C&W Panamá,1251,C.E.B.G. Cerro Silvestre,Panamá Oeste,Arraiján,Cerro Silvestre,14,Normal
3,C&W Panamá,1252,C.E.B.G. BIQUE,Panamá Oeste,Arraiján,Cerro Silvestre,59,Normal
3,C&W Panamá,1253,Esc. Hogar San José de Malambo,Panamá Oeste,Arraiján,Cerro Silvestre,41,Normal
3,C&W Panamá,1254,C.E. LEONIDAS DELGADO VARGAS,Panamá Oeste,Arraiján,Juan Demóstenes Arosemena,209,Normal
3,C&W Panamá,1255,C.E.B.G. CERRO TIGRE,Panamá Oeste,Arraiján,Juan Demóstenes Arosemena,40,Normal
3,C&W Panamá,1256,Esc. Nuevo Arraiján,Panamá Oeste,Arraiján,Juan Demóstenes Arosemena,0,Normal
3,C&W Panamá,1257,Junta Comunal Nuevo Arraiján,Panamá Oeste,Arraiján,Juan Demóstenes Arosemena,8,Normal
3,C&W Panamá,1258,C.E Cosecha Amistad,Panamá Oeste,Arraiján,Veracruz,214,Normal
3,C&W Panamá,1259,C.E. Veracruz,Panamá Oeste,Arraiján,Veracruz,94,Fuerza Mayor
3,C&W Panamá,1260,C.E.B.G. Veracruz,Panamá Oeste,Arraiján,Veracruz,35,Normal
3,C&W Panamá,1261,Centro de Salud Veracruz,Panamá Oeste,Arraiján,Veracruz,31,Normal
3,C&W Panamá,1262,Esc. KOSKUNA,Panamá Oeste,Arraiján,Veracruz,125,Normal
3,C&W Panamá,1264,Esc. Brisas del Chumical,Panamá Oeste,Arraiján,Vista Alegre,71,Fuerza Mayor
3,C&W Panamá,1265,Junta Comunal de Vista Alegre,Panamá Oeste,Arraiján,Vista Alegre,0,Normal
3,C&W Panamá,1267,Avenida Central Capira,Panamá Oeste,Capira,Capira,47,Normal
3,C&W Panamá,1269,Centro de Salud Jose Pablo Garcia,Panamá Oeste,Capira,Capira,55,Normal
3,C&W Panamá,1270,Concejo Municipal,Panamá Oeste,Capira,Capira,52,Normal
3,C&W Panamá,1271,Esc. Federico Boyd,Panamá Oeste,Capira,Capira,3,Normal
3,C&W Panamá,1272,I.P.T. Capira,Panamá Oeste,Capira,Capira,0,Normal
3,C&W Panamá,1274,MIDA Capira,Panamá Oeste,Capira,Capira,16,Normal
3,C&W Panamá,1275,Parque Gilberto Brid,Panamá Oeste,Capira,Capira,189,Normal
3,C&W Panamá,1276,Parque San Isidro Capira,Panamá Oeste,Capira,Capira,10,Normal
3,C&W Panamá,1279,C. DE S. LIDICE (JUAN H. FLORES),Panamá Oeste,Capira,Lídice,52,Normal
3,C&W Panamá,1280,C.E. Lídice,Panamá Oeste,Capira,Lídice,28,Normal
3,C&W Panamá,1281,C.E. MAJARA,Panamá Oeste,Capira,Lídice,108,Fuerza Mayor
3,C&W Panamá,1283,C.E. Sta. Cruz,Panamá Oeste,Chame,Bejuco,19,Normal
3,C&W Panamá,1284,CEBG Berta E. Fernandez,Panamá Oeste,Chame,Bejuco,0,Normal
3,C&W Panamá,1285,Centro Cultural de Chame y San Carlos,Panamá Oeste,Chame,Bejuco,10,Normal
3,C&W Panamá,1290,Junta comunal de Bejuco,Panamá Oeste,Chame,Bejuco,37,Normal
3,C&W Panamá,1293,Alcaldía Chame,Panamá Oeste,Chame,Chame,27,Normal
3,C&W Panamá,1296,Esc. Harmodio Arias Madrid,Panamá Oeste,Chame,Chame,0,Fuerza Mayor
3,C&W Panamá,1297,Esc. Rafael Maduro,Panamá Oeste,Chame,Chame,9,Normal
3,C&W Panamá,1299,Parque de Chame,Panamá Oeste,Chame,Chame,15,Normal
3,C&W Panamá,1302,CEBG El Trapichito,Panamá Oeste,La Chorrera,Barrio Balboa,37,Normal
3,C&W Panamá,1303,Corregiduria de Policia de Barrio Balboa,Panamá Oeste,La Chorrera,Barrio Balboa,35,Normal
3,C&W Panamá,1304,Cuartel de Bomberos Barrio Balboa,Panamá Oeste,La Chorrera,Barrio Balboa,34,Normal
3,C&W Panamá,1305,José María Barranco,Panamá Oeste,La Chorrera,Barrio Balboa,15,Normal
3,C&W Panamá,1306,Pedro Pablo Sanchez,Panamá Oeste,La Chorrera,Barrio Balboa,0,Fuerza Mayor
3,C&W Panamá,1308,Tomás Martin Feuillet,Panamá Oeste,La Chorrera,Barrio Balboa,71,Normal
3,C&W Panamá,1314,Centro de Salud Magalis Ruiz,Panamá Oeste,La Chorrera,Barrio Colón,148,Normal
3,C&W Panamá,1315,Colegio Moisés Castillo Ocaña,Panamá Oeste,La Chorrera,Barrio Colón,64,Normal
3,C&W Panamá,1316,Corregiduria de Policia de Barrio Colón,Panamá Oeste,La Chorrera,Barrio Colón,48,Normal
3,C&W Panamá,1318,Leopoldo Castillo G,Panamá Oeste,La Chorrera,Barrio Colón,9,Normal
3,C&W Panamá,1320,Municipio Barrio Colón,Panamá Oeste,La Chorrera,Barrio Colón,31,Normal
3,C&W Panamá,1324,Parque Recreativo Barrio Colón,Panamá Oeste,La Chorrera,Barrio Colón,69,Normal
3,C&W Panamá,1325,Plaza 10 de Noviembre,Panamá Oeste,La Chorrera,Barrio Colón,8,Normal
3,C&W Panamá,1327,Primaria-Naciones Unidas,Panamá Oeste,La Chorrera,Barrio Colón,0,Fuerza Mayor
3,C&W Panamá,1328,Primaria-Victoria D'Spinay,Panamá Oeste,La Chorrera,Barrio Colón,20,Fuerza Mayor
3,C&W Panamá,1329,C.E. Potrero Grande,Panamá Oeste,La Chorrera,El Coco,131,Normal
3,C&W Panamá,1331,Primaria-Esc. El Coco,Panamá Oeste,La Chorrera,El Coco,4,Normal
3,C&W Panamá,1332,C.E. VIRGEN DE GUADALUPE,Panamá Oeste,La Chorrera,Guadalupe,31,Normal
3,C&W Panamá,1333,C.E.B.G. EL NAZARENO,Panamá Oeste,La Chorrera,Guadalupe,29,Normal
3,C&W Panamá,1334,Esc. Primaria Zaira Nuñez,Panamá Oeste,La Chorrera,Guadalupe,171,Normal
3,C&W Panamá,1335,IPT La Chorrera,Panamá Oeste,La Chorrera,Guadalupe,138,Normal
3,C&W Panamá,1336,C.E. Victoriano Chacón,Panamá Oeste,La Chorrera,Puerto Caimito,19,Normal
3,C&W Panamá,1337,Hogar Ciudad del Niño,Panamá Oeste,La Chorrera,Puerto Caimito,32,Normal
3,C&W Panamá,1338,C. DE S. DE SAN CARLOS,Panamá Oeste,San Carlos,San Carlos Borromeo,2,Normal
